day,request_time,order_distance,order_fare,pick_index,drop_index,order_time
20,66883,4007.0,17.5,107,230,1738
19,79050,4168.0,13.0,48,113,1091
6,70652,1770.0,8.5,162,163,683
21,69866,1481.0,6.0,170,234,404
4,72467,644.0,4.0,236,43,142
28,72707,4120.0,12.5,164,125,1035
14,76110,2897.0,8.0,236,162,445
27,68192,3701.0,12.0,230,239,937
20,70191,4667.0,15.5,100,148,1347
13,69959,1239.0,5.5,75,263,352
10,66115,1593.0,7.5,141,162,555
10,78543,2060.0,6.5,90,48,373
19,74023,4361.0,11.0,43,142,667
25,73524,3380.0,12.0,141,239,928
24,71877,1304.0,4.5,114,234,215
19,78565,145.0,5.5,162,170,368
12,70964,1770.0,9.0,161,233,732
5,67784,2575.0,11.0,48,239,897
7,70741,4184.0,13.0,211,170,1021
5,65957,2253.0,7.5,237,239,486
6,68348,805.0,4.0,237,236,115
24,67732,5955.0,16.0,161,144,1273
4,67612,772.0,4.5,151,166,205
19,75033,4056.0,12.0,43,90,944
3,64913,966.0,4.5,43,236,196
21,70631,7001.0,19.5,113,237,1554
6,67481,1674.0,6.5,90,158,412
7,67162,1642.0,5.0,230,143,211
25,74457,5794.0,16.0,68,141,1312
5,75567,1915.0,7.0,249,79,479
4,73578,2173.0,7.0,230,170,451
26,65031,1239.0,5.5,79,148,366
19,72133,2092.0,7.0,151,41,416
7,72995,2253.0,10.0,233,162,882
17,69778,2736.0,12.5,90,48,1104
21,70489,2253.0,10.5,142,48,855
5,78774,1175.0,5.0,79,113,283
17,70670,4506.0,14.0,186,232,1141
21,71942,1175.0,5.0,230,142,291
5,78430,2913.0,7.5,246,142,387
17,77435,4184.0,12.0,164,236,849
10,71871,4249.0,11.0,231,164,761
24,69014,3412.0,11.0,43,186,845
14,76616,1127.0,5.0,141,237,220
20,72933,3347.0,10.5,186,143,822
27,74262,1448.0,5.5,236,237,268
18,78555,1931.0,6.0,229,263,334
21,74291,4490.0,13.5,249,142,1043
6,68049,2494.0,10.5,43,48,874
6,70828,1127.0,5.0,164,170,253
26,69245,1287.0,6.0,125,158,422
7,74763,2414.0,6.5,75,236,383
11,78701,3541.0,10.5,163,113,756
11,76135,1770.0,6.5,238,236,367
11,73715,1143.0,4.5,231,211,250
24,73230,1609.0,8.0,234,164,647
5,65522,2092.0,10.0,231,144,888
17,67555,4876.0,13.0,233,75,947
19,74225,966.0,5.5,79,114,306
5,66631,805.0,7.0,48,230,554
5,72399,5633.0,13.5,114,141,1045
10,67900,740.0,4.0,48,50,173
19,77785,933.0,7.0,234,170,535
25,76433,3090.0,10.5,79,107,807
10,74794,12649.0,25.5,249,41,1395
10,73811,2849.0,9.0,142,238,568
12,77009,2414.0,8.5,107,113,667
20,71656,2205.0,7.0,229,141,353
12,78048,14050.0,27.5,88,239,1754
4,70785,5311.0,12.5,127,42,687
20,75276,4039.0,11.5,162,143,902
3,70483,2173.0,7.5,234,137,493
18,69178,1191.0,7.5,162,237,587
28,69557,2317.0,8.0,170,79,650
12,73993,4023.0,10.0,246,224,720
20,69405,1899.0,6.5,164,68,403
17,74866,1287.0,5.5,230,163,356
4,75929,2865.0,8.5,236,239,549
3,67747,966.0,5.0,79,114,255
13,68174,2720.0,10.0,236,142,754
26,73261,2575.0,8.0,107,246,511
14,64801,3573.0,11.0,163,164,850
28,66556,3895.0,13.5,161,143,1133
7,69276,6437.0,17.0,141,79,1271
5,72516,5520.0,15.0,140,100,1037
18,67235,1963.0,7.0,237,262,450
13,74211,2124.0,8.5,79,137,667
17,65019,2575.0,8.5,140,236,596
26,76075,3026.0,8.0,48,238,425
24,73042,7081.0,17.0,13,230,1163
26,67473,6727.0,21.0,162,79,1776
27,68813,1674.0,6.5,230,142,468
20,75641,2623.0,7.5,74,41,526
13,67070,1127.0,9.0,170,230,788
14,73044,6840.0,16.5,13,50,1133
25,67495,2414.0,11.5,162,142,1023
5,78958,9495.0,22.5,239,79,1764
26,73418,15772.0,33.5,234,243,2105
21,73522,10783.0,23.0,161,261,1383
11,77466,1497.0,7.5,162,48,553
6,74905,8369.0,19.0,186,87,1310
4,67286,1143.0,4.5,50,246,199
28,70527,4828.0,14.0,87,68,1116
19,74519,3701.0,10.0,162,262,642
14,75248,1368.0,5.5,186,68,324
13,71027,3122.0,8.5,166,116,491
24,77058,4088.0,9.5,230,236,623
21,74597,5842.0,18.0,161,148,1630
12,70778,3026.0,9.5,140,75,674
20,69311,2752.0,10.5,141,142,767
6,77558,966.0,5.0,234,137,292
19,74209,1609.0,6.5,231,13,367
3,74951,4088.0,11.0,230,238,706
5,79143,3283.0,10.5,141,162,843
17,73883,2382.0,8.0,230,90,561
21,68978,6099.0,18.0,261,48,1557
4,69618,1110.0,4.5,79,4,201
6,69667,2269.0,7.5,234,249,564
7,67947,2591.0,10.0,236,43,771
12,70818,3331.0,10.0,143,163,748
6,66697,885.0,5.5,68,100,341
3,76900,6293.0,15.0,237,249,1121
5,69423,2720.0,9.5,186,107,715
6,66439,3846.0,12.0,48,236,926
7,65893,2478.0,8.0,238,236,525
11,71963,644.0,4.5,249,158,231
28,75005,2897.0,10.5,113,13,887
24,78734,2575.0,8.0,230,143,472
19,64891,1658.0,7.5,236,237,556
17,76329,1287.0,6.0,43,237,347
25,68016,9012.0,17.5,141,87,892
3,71313,2591.0,8.5,230,143,623
24,67743,1529.0,5.5,236,263,342
3,66784,9688.0,23.5,263,68,1856
17,77104,7709.0,22.5,211,140,2016
14,71791,1352.0,6.0,164,137,362
26,77133,5842.0,15.0,234,262,1072
6,65957,1110.0,5.0,263,237,301
20,73684,966.0,5.0,107,113,284
12,66600,1609.0,13.5,48,246,1328
13,67922,5311.0,18.5,161,158,1663
14,75359,2044.0,8.5,162,170,673
28,75889,3653.0,10.5,163,234,833
10,77099,1529.0,6.0,161,229,367
19,76953,6759.0,16.0,75,137,955
12,78707,6019.0,14.5,13,246,913
4,72538,21018.0,37.0,231,243,1677
14,72916,1062.0,7.0,161,162,567
7,66758,6373.0,16.5,107,263,1265
7,68639,1770.0,7.0,48,161,478
21,78275,1690.0,6.5,114,79,411
5,66337,2462.0,10.0,234,158,848
12,72210,4989.0,14.5,148,68,1105
3,77812,2575.0,8.0,161,234,546
27,72300,2253.0,8.5,114,4,615
13,65887,3750.0,16.0,43,170,1549
18,67832,1127.0,5.5,143,50,292
11,66356,2849.0,11.5,162,140,974
25,75890,4023.0,11.0,151,116,637
7,70792,1448.0,8.0,100,50,604
3,77966,5150.0,13.5,246,79,1015
18,73998,644.0,5.0,162,161,343
13,77356,4667.0,13.0,75,143,930
17,65286,6244.0,15.5,75,48,1212
24,75042,5423.0,14.0,137,263,968
14,67078,5552.0,16.0,164,263,1310
24,75907,6405.0,16.5,43,249,1279
11,70106,1609.0,7.0,100,246,458
7,76628,3364.0,8.0,170,140,423
11,78957,6244.0,16.0,50,224,1228
21,72991,2382.0,9.0,211,234,684
3,72139,3219.0,8.5,249,68,519
19,74201,2639.0,8.5,230,142,578
4,69699,2414.0,7.5,142,164,531
11,75221,2414.0,8.0,234,4,556
18,69451,3508.0,13.5,230,107,1251
26,72376,1448.0,6.0,234,68,368
27,66750,1448.0,8.0,161,170,664
25,65564,10219.0,20.5,140,231,1128
21,66652,1931.0,7.5,75,74,511
17,70047,1127.0,6.0,234,186,442
5,76830,4619.0,10.5,100,231,631
18,69190,3701.0,10.5,246,231,741
6,68557,1835.0,7.0,263,236,446
20,72158,1336.0,6.5,68,230,473
28,74970,1448.0,6.5,211,249,458
7,77104,5987.0,17.5,158,141,1574
19,66099,3862.0,12.0,68,113,1024
18,69755,1593.0,5.5,237,236,277
20,72312,789.0,4.5,261,231,218
6,65521,6373.0,22.5,239,158,2040
26,72399,1127.0,4.5,236,263,196
7,70452,3042.0,12.0,246,142,890
5,65091,2382.0,12.0,161,229,1102
21,72570,1448.0,7.0,237,161,537
20,69838,2655.0,11.5,230,234,1070
6,75680,966.0,5.0,88,209,313
25,75352,9045.0,19.0,263,148,1053
12,69576,7226.0,22.5,238,137,2009
26,69797,3106.0,14.0,137,161,1324
28,67712,483.0,5.5,239,143,378
5,65001,1159.0,6.5,233,161,483
24,65462,3541.0,14.5,170,237,1350
4,75093,5021.0,14.0,48,158,1082
10,66365,6437.0,15.5,151,48,875
7,76998,3106.0,11.5,142,186,956
21,73906,2784.0,9.5,107,230,689
13,66100,3396.0,11.5,166,75,894
19,73597,1625.0,6.5,249,79,387
6,78032,772.0,5.0,161,163,315
19,70272,7017.0,17.5,142,74,1337
14,69044,2494.0,7.5,262,236,481
12,65885,1465.0,6.0,113,107,390
3,70977,3734.0,11.0,230,236,755
3,69531,5633.0,14.0,87,170,1487
6,68297,4184.0,12.0,229,113,935
3,75066,2157.0,6.5,68,142,334
5,71279,11056.0,22.5,162,13,1377
27,73224,5633.0,14.5,237,246,1032
12,77641,3026.0,8.5,79,162,638
5,75696,5568.0,13.0,162,4,787
10,65798,1931.0,6.5,140,262,348
19,75658,1931.0,7.0,163,186,495
6,68666,1931.0,8.5,137,234,665
17,65978,1802.0,6.5,166,41,432
27,78953,1931.0,9.0,50,162,750
12,76424,2221.0,8.0,161,186,625
4,73553,2221.0,7.5,142,48,492
13,73571,982.0,6.0,113,79,440
25,66743,2575.0,10.0,237,263,728
13,69924,13615.0,25.0,237,243,1061
12,67283,805.0,5.0,163,237,321
19,75182,3122.0,9.0,230,143,632
20,65467,4587.0,15.0,162,75,1227
11,69842,740.0,4.0,233,170,168
26,78566,15546.0,30.0,234,244,1779
25,77193,3380.0,8.5,237,75,482
14,69799,2398.0,6.5,137,229,314
20,74215,1127.0,5.0,234,164,294
13,65019,4925.0,14.5,43,166,1164
5,72420,5633.0,13.5,50,263,841
19,74205,2044.0,7.0,142,239,387
17,67511,1159.0,5.5,100,230,343
21,67278,3701.0,11.0,230,79,868
7,68425,1448.0,7.0,237,142,522
12,77441,1690.0,5.5,41,42,286
25,65943,982.0,5.0,237,141,314
13,65901,1497.0,5.5,236,43,327
7,76572,2253.0,8.0,186,158,579
17,67776,3492.0,11.0,163,140,867
4,68952,1851.0,6.0,100,68,316
5,76980,1448.0,5.5,239,142,322
21,66719,3009.0,12.0,237,170,982
17,70226,2414.0,10.5,140,163,843
28,66081,1352.0,6.5,114,249,446
17,66003,5504.0,18.5,237,234,1668
20,67281,1867.0,6.5,42,116,412
14,72692,2028.0,7.0,163,237,449
26,67780,3251.0,13.0,158,13,1141
26,65410,1802.0,7.5,236,162,514
20,69484,145.0,16.5,100,186,1702
17,67368,2060.0,8.0,68,48,580
18,73345,3219.0,8.5,231,68,464
26,68019,1802.0,9.5,237,43,764
7,79167,2028.0,6.0,229,141,274
6,67473,2736.0,9.0,236,237,609
17,74265,1448.0,5.5,262,236,274
6,75532,1481.0,6.0,237,162,385
18,74945,3299.0,9.5,158,209,940
6,65119,4394.0,12.5,229,79,971
28,67110,8143.0,16.5,107,13,809
19,76545,6003.0,19.5,164,263,1622
26,66851,3573.0,12.5,244,41,978
18,66785,1191.0,10.5,211,148,1026
6,71990,2060.0,7.0,236,263,426
14,68195,2366.0,11.5,229,230,1063
11,72940,1738.0,7.0,162,186,514
27,68376,1802.0,8.5,234,114,688
7,67086,2253.0,11.0,161,137,985
18,74868,7998.0,19.5,90,263,1483
24,74963,1094.0,4.5,230,246,226
7,65207,1609.0,5.5,237,263,243
10,64833,2559.0,9.0,233,141,756
21,66126,8369.0,29.0,230,88,2507
26,72184,2414.0,9.0,236,141,697
3,78472,2720.0,7.5,237,48,460
11,72601,917.0,5.0,261,88,311
28,68185,2655.0,9.5,90,231,739
5,73121,8047.0,19.0,114,239,1412
12,75386,1722.0,7.0,107,164,491
13,71206,2140.0,7.5,144,261,484
24,73420,4667.0,10.0,48,24,485
6,78234,1448.0,5.5,236,237,274
27,70070,2253.0,10.5,50,186,937
19,68798,2897.0,15.0,161,246,1363
6,78747,4152.0,13.5,234,141,1164
26,77070,5504.0,13.5,164,262,997
14,65692,2173.0,8.5,163,237,693
26,74901,2140.0,7.0,114,107,440
20,75060,6437.0,19.0,170,238,1542
5,65776,966.0,4.5,261,231,234
12,68512,2478.0,11.0,162,141,955
27,64865,3219.0,12.0,249,137,955
11,66538,2414.0,10.0,162,107,860
21,68065,3219.0,12.0,236,161,996
25,68103,3058.0,8.5,237,239,511
13,73988,3009.0,10.0,48,234,766
19,70754,1497.0,6.0,237,141,372
7,71687,3122.0,8.5,237,262,529
26,78957,1609.0,5.0,143,50,173
6,70557,4152.0,15.0,236,170,1318
26,75173,1127.0,5.5,234,107,357
10,65798,1867.0,7.0,161,164,479
26,65421,2720.0,13.0,50,186,1187
11,76717,1625.0,7.0,107,90,499
4,67216,1448.0,5.5,246,48,288
6,77579,2736.0,10.0,170,224,793
10,78022,3219.0,10.0,161,236,759
10,68271,1625.0,7.5,234,90,572
28,72227,1529.0,6.5,142,48,416
21,73765,2221.0,9.5,113,148,788
4,78921,7950.0,15.0,140,4,613
5,76505,8690.0,21.5,142,232,1649
14,75923,12344.0,26.0,238,79,1571
3,73834,12971.0,25.5,161,244,1326
20,72199,1786.0,6.0,246,48,327
20,68926,2092.0,9.5,236,237,798
26,68418,3364.0,11.5,249,100,934
25,66483,3541.0,11.0,107,45,803
11,73433,5794.0,16.0,170,238,1259
6,77386,612.0,3.5,141,237,147
26,68294,1287.0,4.5,237,236,167
13,66678,2961.0,12.0,234,246,1023
6,69591,3380.0,8.5,170,4,443
10,71371,1030.0,4.0,13,231,138
4,73307,2092.0,6.5,162,107,369
14,72498,3701.0,11.5,164,239,870
17,72623,2092.0,6.5,144,209,404
13,69350,16367.0,30.5,229,158,1584
11,67760,805.0,6.0,237,43,468
19,75452,2414.0,7.5,13,249,426
25,74958,5729.0,14.5,140,79,1172
5,75554,1577.0,6.0,163,142,378
18,66122,4249.0,15.5,164,144,1422
26,78530,4683.0,12.0,239,186,824
11,72610,5343.0,15.5,211,162,1239
12,70561,1786.0,8.0,163,48,582
26,78538,3380.0,12.0,148,170,946
3,77446,7162.0,16.5,107,143,1155
14,66238,2591.0,7.5,170,79,502
25,66354,2092.0,8.0,234,170,592
19,78163,3154.0,10.0,263,163,813
24,77545,1448.0,6.5,170,107,402
20,76346,2655.0,8.0,50,239,486
21,72929,2720.0,8.0,263,229,508
7,74786,3830.0,14.5,148,164,1385
4,69464,1448.0,7.0,234,249,491
21,68231,6276.0,19.5,13,48,1589
10,73984,5504.0,13.0,233,232,763
7,66778,2414.0,10.0,186,48,842
19,77418,3492.0,33.0,162,68,3589
27,67493,1706.0,9.5,140,229,777
27,67209,3106.0,10.0,230,246,730
27,72136,2897.0,7.5,238,142,381
11,65079,1593.0,10.0,161,237,885
4,73434,10944.0,20.5,231,229,985
21,71098,2414.0,8.0,239,48,556
20,69072,1931.0,10.0,158,211,825
5,74668,966.0,5.0,234,186,288
6,77352,9334.0,22.5,209,140,1897
6,70069,2366.0,8.5,233,186,641
19,77514,5150.0,15.5,114,163,1301
5,72081,3283.0,11.0,166,42,911
12,78780,3862.0,10.5,162,114,728
18,69586,1207.0,5.5,107,90,365
17,70801,1497.0,6.0,142,239,333
27,68154,10573.0,23.5,161,13,1663
25,64910,3524.0,12.0,161,79,982
26,73379,4023.0,12.5,161,79,1015
11,66206,5584.0,21.0,68,231,1891
24,65387,5150.0,12.0,87,79,689
27,69303,1094.0,5.0,43,239,267
11,68329,1931.0,9.0,163,186,745
27,73530,3154.0,10.5,48,229,837
5,68034,1931.0,6.5,50,239,327
4,66823,644.0,5.0,141,236,294
21,73433,10573.0,21.5,116,48,1063
14,68765,9560.0,21.5,162,13,1243
6,76675,2092.0,8.5,234,137,655
21,72118,2253.0,9.0,79,164,682
3,77816,3428.0,13.0,100,68,1108
14,76929,2173.0,7.5,107,211,509
20,78893,1770.0,7.5,249,164,521
17,75295,1609.0,5.5,90,107,272
19,67873,982.0,4.5,236,262,260
28,70679,12167.0,23.0,48,243,1192
25,73198,2993.0,8.0,236,238,441
27,69196,5697.0,15.5,48,236,1196
4,77130,2575.0,7.0,237,236,332
4,68350,7403.0,16.0,88,170,888
5,65054,3380.0,9.0,68,125,602
28,69953,3058.0,10.0,238,50,693
26,65931,3380.0,12.0,143,229,1058
14,75869,4345.0,11.5,238,50,608
13,70743,1609.0,7.0,230,170,546
25,72673,4828.0,12.0,231,246,717
13,73588,1835.0,7.5,137,164,558
27,67358,1014.0,4.5,24,238,187
5,73364,1175.0,6.0,163,229,377
14,67847,1609.0,5.5,229,237,290
26,72043,1609.0,9.5,230,246,842
26,78877,1609.0,7.0,234,100,452
11,75119,1465.0,6.5,162,230,448
5,72059,3412.0,12.5,158,234,1012
10,67124,4168.0,12.0,230,224,942
21,69715,1320.0,6.0,261,231,351
4,70060,885.0,4.5,114,249,252
28,79111,1287.0,5.5,79,137,313
13,68042,4828.0,15.5,238,140,1217
18,70589,2494.0,9.5,90,161,770
26,71249,3975.0,12.0,186,143,870
20,68382,1448.0,4.5,237,236,170
4,75128,3380.0,11.5,234,230,893
14,68149,1513.0,9.0,230,161,781
25,72176,27214.0,52.0,229,141,2840
4,67809,5246.0,14.0,163,166,1013
6,76661,7403.0,17.5,236,107,1023
18,68433,6952.0,17.0,238,244,1248
21,67989,3782.0,11.5,170,148,961
17,66748,3380.0,10.0,263,229,719
3,65105,966.0,9.5,100,161,850
13,76438,3492.0,11.0,170,107,887
18,73007,1593.0,5.0,211,231,250
25,68144,1287.0,5.5,162,229,316
13,67939,1287.0,7.0,161,237,517
27,71084,901.0,4.5,100,186,263
10,78099,4023.0,9.0,68,142,437
11,68093,2543.0,9.0,231,144,684
6,73491,3058.0,9.5,211,88,668
6,69036,2543.0,10.0,113,170,885
3,68081,1625.0,7.5,230,186,569
11,73809,3476.0,12.0,236,229,948
14,66431,1609.0,6.5,170,229,415
18,69319,805.0,5.5,170,162,374
5,74277,2253.0,7.5,166,238,469
12,73957,1931.0,7.0,151,239,457
11,69200,3444.0,10.0,231,164,732
25,76436,3943.0,10.5,141,142,683
21,64811,692.0,5.5,90,100,411
3,65782,1448.0,5.5,68,246,263
25,65140,4506.0,15.5,158,148,1350
24,78290,10944.0,23.0,41,68,1252
11,71357,628.0,4.0,100,230,213
28,72280,3122.0,9.5,141,170,684
11,77029,6759.0,19.0,249,238,1493
10,75060,2897.0,9.5,249,137,741
4,68255,4667.0,14.0,237,113,1198
26,68317,3605.0,13.0,113,68,1090
21,67534,2334.0,10.5,107,186,904
3,76790,676.0,4.0,162,141,201
12,68122,2720.0,11.5,48,162,1023
10,68184,708.0,4.5,163,142,240
27,78134,966.0,4.5,163,48,246
27,72088,1996.0,7.0,162,170,493
3,69858,2414.0,8.5,239,141,584
5,74430,4361.0,12.0,158,170,856
27,65702,10364.0,27.0,162,116,2409
19,76380,2543.0,6.5,162,236,298
11,73659,3187.0,11.0,100,113,855
21,69229,1127.0,4.5,262,236,204
7,69711,1448.0,5.5,143,238,305
28,71353,4490.0,11.0,13,232,629
7,75162,3701.0,10.5,231,90,738
7,72736,1239.0,5.5,230,43,322
4,74497,1336.0,6.5,230,48,492
3,66593,2398.0,7.5,163,246,467
18,66750,2253.0,8.0,166,41,716
19,70407,2897.0,12.0,164,246,1032
19,77512,3074.0,13.5,230,170,1283
11,65950,1931.0,7.0,186,249,486
6,77895,3911.0,11.0,68,142,772
6,67724,2334.0,7.0,164,249,423
19,70122,6759.0,18.5,107,75,1519
21,77747,4072.0,10.0,48,239,614
11,75597,2672.0,8.0,161,236,498
11,72500,1465.0,10.0,230,100,896
20,71044,885.0,5.0,170,100,277
28,74998,5343.0,12.5,13,90,835
7,76632,6421.0,17.5,158,161,1520
10,76399,3219.0,10.0,143,230,779
13,75921,2044.0,7.5,163,140,498
21,65386,2414.0,10.0,164,163,856
20,75111,1658.0,6.0,249,68,350
17,68150,805.0,4.5,24,166,204
26,74275,2060.0,7.5,141,229,470
7,73228,1271.0,5.0,142,143,259
27,67993,2108.0,13.5,50,161,1265
20,69328,2897.0,10.0,140,162,774
19,69961,8594.0,20.0,231,142,1413
7,70966,1368.0,7.0,163,161,513
12,73465,1127.0,5.5,100,170,328
19,78585,2414.0,8.0,164,249,533
10,75379,5858.0,12.5,75,48,656
7,68619,2253.0,8.5,45,79,628
14,66309,1706.0,6.0,237,140,348
10,77129,5633.0,15.0,237,158,1252
27,78372,1352.0,5.5,161,162,292
6,75290,4667.0,14.5,48,236,1152
11,78106,5230.0,17.0,249,142,1497
5,74638,1899.0,7.5,164,161,521
3,76411,3541.0,10.5,237,100,741
24,66911,1722.0,8.0,161,237,593
18,77905,1127.0,6.5,161,163,469
13,74679,2913.0,11.5,137,230,983
5,67246,4506.0,13.0,263,142,1004
6,66798,3701.0,11.0,87,148,834
5,73522,2897.0,8.0,142,236,475
12,75101,7886.0,17.0,164,166,1206
27,67170,2414.0,10.0,68,161,819
26,75047,1786.0,5.5,137,79,308
10,72135,3846.0,10.0,230,158,738
12,69761,1996.0,13.0,162,230,1238
11,78541,3026.0,8.5,249,148,538
20,68153,1384.0,6.0,237,236,348
12,68592,2865.0,12.0,186,162,1047
28,65363,1931.0,11.5,164,48,1046
28,77232,2446.0,8.0,43,239,508
27,65405,2414.0,7.0,230,239,364
17,66589,2462.0,10.0,211,107,807
24,74230,4216.0,14.5,148,158,1345
3,69401,1609.0,7.0,234,170,452
3,69994,4168.0,13.0,88,249,994
3,64844,3251.0,9.5,233,140,682
7,69460,1094.0,5.5,143,239,289
12,75512,4989.0,13.5,170,263,977
19,68226,1127.0,7.0,237,162,531
28,76491,2591.0,8.0,229,137,533
25,67476,740.0,7.0,161,230,584
26,66421,1609.0,6.5,234,114,439
20,74671,933.0,5.5,231,13,676
5,78518,2688.0,8.5,231,249,570
24,71031,4667.0,15.0,113,43,1247
28,71238,3492.0,10.0,239,75,652
3,78830,1287.0,6.0,161,100,395
13,71337,3573.0,14.0,79,170,1281
13,70933,2366.0,8.0,234,161,603
7,68103,3412.0,11.5,233,163,932
27,76023,3396.0,9.5,142,141,687
13,66012,3058.0,9.5,229,107,711
19,65903,2639.0,17.5,229,100,1764
20,73140,1239.0,5.0,162,141,285
12,68687,1770.0,11.5,233,140,1027
6,66771,1127.0,6.0,113,158,415
14,72037,772.0,4.0,236,75,149
5,69310,869.0,5.5,170,186,361
4,68210,3009.0,9.0,166,238,537
26,72127,3138.0,10.5,161,143,815
5,67703,5472.0,18.0,170,238,1579
25,73190,2382.0,7.5,41,43,454
5,65289,3605.0,15.5,68,162,1425
28,67544,3058.0,11.5,237,239,945
18,64976,2575.0,10.0,125,4,799
7,70750,2511.0,8.5,142,239,554
7,75362,3541.0,12.5,140,170,1022
27,77028,2897.0,9.0,170,229,624
14,65061,12215.0,30.5,237,243,2515
12,68087,2816.0,13.0,161,90,1220
19,78424,821.0,4.0,162,229,160
3,74816,3380.0,9.5,239,263,607
4,78294,9012.0,21.5,231,239,1615
11,72511,5086.0,15.0,161,79,1319
3,75171,13036.0,27.5,166,148,1562
7,72573,1899.0,8.0,230,43,583
19,66425,4474.0,14.0,236,48,1090
12,74864,1287.0,5.0,186,230,258
17,68987,869.0,6.0,163,230,444
10,69901,3138.0,9.0,230,239,562
21,71661,4925.0,15.0,263,164,1185
25,78624,15772.0,31.5,249,243,1708
10,73796,3959.0,10.5,249,246,618
27,70898,2591.0,8.0,43,163,441
27,76523,483.0,3.5,170,233,153
24,73491,5601.0,12.0,74,244,678
12,68141,1432.0,7.0,114,148,512
13,76822,1448.0,5.5,236,237,302
12,73808,1609.0,5.5,141,140,303
5,67108,805.0,5.0,236,237,248
13,72367,3701.0,12.5,234,231,1040
6,75699,2897.0,9.5,116,244,701
5,64857,2092.0,13.5,161,186,1280
17,78857,7162.0,15.0,87,170,706
20,71137,2044.0,9.5,140,43,760
21,69210,837.0,4.0,263,141,154
28,77587,966.0,6.0,100,186,449
6,72338,15224.0,28.5,13,236,1338
6,78637,4683.0,23.0,75,230,2173
24,64989,5359.0,17.0,48,236,1411
6,76090,3862.0,9.0,50,249,490
28,66424,4764.0,12.5,48,166,918
20,68359,2221.0,8.0,151,239,550
28,74069,2189.0,7.0,48,246,462
21,70346,6566.0,22.0,186,263,1899
17,66735,2688.0,9.0,162,90,680
11,67042,1690.0,6.5,166,43,419
12,67830,2317.0,10.5,161,164,909
13,74294,5987.0,18.0,87,186,1573
5,77798,4023.0,12.5,137,142,975
19,65724,3669.0,17.0,249,170,1588
10,73207,3187.0,9.5,230,239,616
24,66564,1658.0,7.5,249,234,554
21,74550,8530.0,19.0,231,239,1100
11,75819,6695.0,14.0,48,238,676
19,68887,2012.0,7.5,163,142,497
10,73100,1448.0,5.0,239,238,201
5,76378,2044.0,6.0,249,68,314
19,66878,3589.0,12.5,230,236,1026
12,70129,1609.0,7.0,162,164,515
5,65954,1931.0,0.01,152,42,442
20,70253,2494.0,12.5,263,229,1130
18,69452,3637.0,12.0,230,263,1029
10,77406,4329.0,12.5,238,230,927
21,66494,3734.0,13.0,141,161,1155
26,68634,1722.0,6.5,231,125,434
27,71491,1931.0,7.5,246,164,548
3,67174,1030.0,4.5,262,140,182
26,78330,7564.0,20.5,100,74,1672
20,76599,1078.0,5.0,50,48,299
26,78744,1899.0,7.5,230,141,534
11,66285,4023.0,16.0,233,262,1410
19,78636,2414.0,8.5,68,79,617
20,71010,1287.0,8.0,48,68,616
24,76633,1658.0,5.5,114,234,269
27,78797,1062.0,4.0,143,239,149
6,73038,2494.0,8.5,230,141,624
5,72249,2253.0,6.5,142,43,341
27,67889,1287.0,12.0,90,107,1121
26,76609,3589.0,9.0,162,262,540
10,72293,2092.0,7.0,236,239,443
5,76416,966.0,5.0,237,163,284
3,66497,966.0,6.0,107,234,411
12,65165,4056.0,12.5,43,142,953
18,73533,5584.0,12.5,230,238,681
17,78417,3669.0,9.5,141,137,623
24,66873,9576.0,25.5,143,244,1950
4,65710,1287.0,4.5,232,209,177
14,75986,2221.0,8.5,13,87,628
18,67005,3331.0,15.5,230,249,1476
14,71797,4828.0,13.0,100,141,951
19,74659,4168.0,10.0,233,263,634
11,75565,2253.0,7.5,236,237,458
11,76509,1609.0,6.0,140,236,310
26,65000,3444.0,10.0,141,75,679
10,66000,2414.0,8.0,142,239,554
14,66716,821.0,4.5,163,230,201
24,64943,4297.0,17.5,113,230,1619
13,75292,2832.0,8.5,166,239,508
3,75905,1062.0,4.5,239,142,186
7,78175,5938.0,15.0,246,239,914
5,77904,2543.0,11.0,48,234,951
6,64973,4345.0,12.5,48,238,945
13,77053,3766.0,14.0,233,140,1190
11,67060,1899.0,8.0,74,75,654
17,77917,322.0,4.0,116,244,166
18,73219,1239.0,5.0,237,236,241
24,70508,3814.0,11.5,68,107,917
12,73620,8530.0,20.0,238,113,1390
13,74837,1835.0,7.0,161,48,475
11,69167,3380.0,12.5,142,233,1097
14,66019,10139.0,26.0,68,88,1894
17,68978,3380.0,10.5,163,68,794
14,75894,483.0,4.0,114,113,164
14,67610,1416.0,6.0,170,107,365
27,67558,3219.0,9.0,162,236,581
17,72722,7387.0,16.5,238,90,997
14,75780,3235.0,8.0,162,236,441
7,69009,7451.0,17.0,166,50,1052
10,76448,4587.0,11.5,142,158,759
24,65415,1287.0,4.5,75,263,175
6,72472,2736.0,9.5,170,237,760
26,75120,3380.0,9.0,238,262,534
18,71361,3701.0,12.0,236,163,944
5,71003,1448.0,7.0,141,236,464
12,70637,2414.0,9.0,163,233,693
18,73939,2124.0,7.5,161,237,477
21,77067,1561.0,6.5,230,162,452
12,67839,1835.0,9.5,229,161,852
25,67959,1545.0,7.0,170,161,515
25,75854,515.0,3.5,239,143,147
6,67341,2253.0,11.0,230,163,939
10,76440,2189.0,8.0,237,162,549
12,72476,1931.0,7.5,237,140,477
20,65824,1127.0,6.0,79,107,383
28,76746,1931.0,8.5,230,233,661
